 ,Area,Mean,Min,Max,Angle,Length
222,16.517,62.754,40,141,-21.351,31.245
223,5.459,79.218,59,125,62.784,10.412
224,14.697,65.233,37,137,143.893,27.833
225,4.199,80.050,55,119,51.340,8.470
226,8.118,101.276,76,135,52.734,15.291
227,3.849,104.673,85,152,146.889,7.264
228,14.697,87.390,35,146,53.893,27.833
229,5.179,102.000,82,154,-30.700,9.845
230,14.277,72.613,27,136,-45.000,25.441
231,3.639,67.865,28,154,41.987,7.118
232,15.817,67.774,46,145,-85.950,29.969
233,4.619,70.318,43,126,3.468,8.746
234,17.077,68.918,34,156,-87.653,32.302
235,5.739,71.524,35,138,0.000,10.847
236,11.898,75.424,7,138,70.074,22.512
237,4.759,101.118,78,162,-13.627,8.983
238,17.637,65.889,35,131,80.838,33.228
239,4.479,69.906,29,145,-1.790,8.470
240,19.596,53.025,29,113,3.678,37.113
241,6.019,70.709,44,122,-84.685,11.425
242,7.699,60.309,37,147,27.951,14.675
243,4.059,73.931,31,194,-60.751,7.580
244,16.937,62.769,32,152,-78.598,32.115
245,5.039,80.875,47,156,9.462,9.655
246,14.417,79.947,52,137,-54.917,27.156
247,5.179,87.068,60,152,32.829,9.760
248,11.758,54.476,30,107,18.650,22.337
249,4.619,76.333,40,162,115.017,8.758
250,9.168,84.870,60,120,-48.731,17.247
251,3.989,92.947,67,152,36.469,7.566
252,8.678,87.734,68,135,58.878,16.379
253,3.359,99.271,72,135,-26.565,7.099
254,12.318,53.392,0,200,122.969,23.334
255,4.759,58.250,24,111,32.735,8.806
256,12.808,93.077,62,140,-45.000,22.822
257,4.199,99.900,78,125,45.000,7.483
258,13.088,52.374,31,160,-49.332,24.763
259,4.199,53.300,0,214,42.274,7.866
260,15.117,63.519,25,151,-40.601,29.268
261,4.899,89.243,45,206,46.169,9.168
262,18.337,66.637,37,185,-49.020,34.692
263,5.879,73.393,41,137,44.029,11.038
264,15.117,94.764,63,175,126.339,28.573
265,4.759,100.074,74,195,34.160,8.952
266,12.598,64.106,39,135,-55.426,23.776
267,5.739,65.585,28,122,34.077,10.859
268,12.878,27.832,6,144,-57.863,24.369
269,4.059,39.052,2,117,35.311,7.781
270,18.337,52.164,16,123,28.330,34.563
271,5.459,72.756,50,136,125.707,10.425
272,16.797,90.208,58,182,-42.628,31.641
273,4.899,102.486,58,189,41.496,9.183
274,12.178,92.161,63,156,174.746,23.113
275,3.919,102.625,78,120,90.000,7.407
276,11.338,71.142,46,154,21.038,22.109
277,4.899,84.029,46,169,-64.885,9.350
278,8.328,67.882,39,204,-33.959,15.629
279,4.339,78.984,34,169,55.305,8.366
280,18.267,75.268,24,140,62.057,34.438
281,4.759,64.676,11,139,-24.305,8.999
282,16.307,95.262,66,197,56.174,30.890
283,5.459,98.590,62,176,-27.897,10.177
284,18.477,94.174,0,169,59.556,34.982
285,4.759,107.750,75,165,155.695,8.999
286,12.738,87.703,52,188,-64.564,24.022
287,4.199,98.150,65,162,27.408,8.046
288,10.918,87.308,48,167,-59.162,20.643
289,4.059,113.690,71,199,35.311,7.781
290,9.098,93.900,45,138,-30.510,17.196
291,4.759,121.000,85,197,57.265,8.806
292,17.217,89.154,46,211,49.955,32.484
293,6.019,103.814,68,207,-37.405,11.323
294,17.357,82.020,52,209,131.711,32.603
295,5.039,104.694,32,249,45.000,8.979
296,16.097,70.957,28,162,-45.352,30.492
297,4.409,84.270,35,174,45.000,7.857
298,17.287,97.247,54,186,-25.523,32.541
299,7.699,102.836,73,146,59.216,14.473
300,17.637,122.933,93,187,-24.146,33.630
301,4.199,120.500,85,210,62.592,8.046
302,17.917,99.754,76,160,-30.192,33.668
303,4.759,115.294,85,150,57.265,8.806
304,18.197,108.862,66,182,-23.962,33.872
305,4.199,118.900,85,172,63.435,8.873
306,9.728,126.547,101,193,-28.413,18.348
307,3.919,127.071,85,173,59.744,7.350
308,13.298,49.484,10,206,70.994,25.182
309,5.319,67.711,33,161,-11.889,10.273
310,11.338,121.648,83,207,-95.641,21.533
311,4.899,123.900,85,193,-3.366,9.010
312,17.147,4.482,0,158,68.629,32.670
313,5.459,36.654,0,151,-28.610,9.944
314,18.197,62.465,32,130,72.962,34.310
315,9.798,74.929,33,155,-16.390,18.751
316,8.678,133.613,101,218,53.499,16.455
317,5.599,152.412,85,231,-29.745,10.664
318,12.598,117.828,62,216,92.878,23.707
319,4.899,136.586,85,205,2.490,9.136
