191.299911499,101.375
191.603515625,104.875
191.907119751,95.1
192.210693359,102.375
192.514251709,98.0
192.817810059,101.7
193.121368408,100.025
193.42489624,103.925
193.728408813,97.4
194.031936646,97.0
194.33543396,91.575
194.638916016,109.8
194.94241333,98.25
195.245880127,96.925
195.549331665,96.325
195.852767944,99.55
196.156204224,187.55
196.459625244,181.45
196.763015747,186.45
197.066436768,189.1
197.369812012,184.225
197.673187256,187.125
197.9765625,178.5
198.279922485,185.125
198.583251953,177.25
198.886581421,186.25
199.18989563,191.175
199.493209839,186.55
199.79649353,180.8
200.09979248,190.875
200.403076172,184.05
200.706314087,187.075
201.009567261,186.25
201.312820435,187.6
201.616027832,181.85
201.919235229,172.15
202.222457886,179.475
202.525634766,181.75
202.828826904,174.775
203.132003784,179.725
203.435150146,179.35
203.738296509,178.85
204.041412354,173.825
204.344558716,178.225
204.647659302,180.35
204.950759888,181.1
205.253845215,182.925
205.556930542,176.9
205.859985352,174.35
206.163024902,179.7
206.466079712,182.1
206.769104004,189.3
207.072113037,181.85
207.375137329,186.025
207.678131104,178.975
207.981109619,184.1
208.284088135,181.075
208.587036133,186.2
208.889984131,185.125
209.19291687,186.65
209.495849609,189.025
209.798751831,185.05
210.101654053,186.5
210.404556274,187.775
210.707427979,189.3
211.010269165,192.125
211.31312561,196.2
211.615982056,199.225
211.918807983,192.0
212.221618652,192.45
212.524429321,185.4
212.827224731,196.575
213.130004883,194.8
213.432769775,197.9
213.735534668,195.5
214.038269043,202.375
214.341003418,201.775
214.643737793,203.85
214.946456909,205.0
215.249145508,209.425
215.551834106,210.475
215.854507446,207.975
216.157165527,212.375
216.45980835,207.575
216.762451172,220.2
217.065078735,217.85
217.36769104,216.25
217.670303345,221.775
217.972885132,223.025
218.275466919,229.375
218.578048706,221.925
218.880599976,241.55
219.183120728,243.225
219.485656738,250.575
219.788192749,264.1
220.090682983,290.8
220.393188477,324.225
220.695663452,363.175
220.998138428,407.375
221.300582886,467.45
221.603042603,530.925
221.905487061,593.95
222.207901001,684.325
222.510299683,780.825
222.812728882,874.85
223.115097046,988.65
223.41746521,1120.725
223.719848633,1240.325
224.022171021,1348.175
224.324508667,1486.325
224.626846313,1632.225
224.929168701,1758.725
225.231460571,1911.85
225.533737183,2044.575
225.836013794,2205.85
226.138290405,2316.15
226.440536499,2446.5
226.742767334,2576.425
227.044998169,2689.65
227.347213745,2839.975
227.649429321,2948.325
227.951629639,3049.175
228.253799438,3144.25
228.555953979,3242.225
228.858123779,3339.675
229.160263062,3412.6
229.462371826,3479.2
229.764511108,3554.625
230.066619873,3610.8
230.36869812,3693.625
230.670776367,3747.275
230.972854614,3834.9
231.274902344,3935.5
231.576950073,3992.55
231.878967285,4035.475
232.180999756,4128.35
232.48298645,4222.975
232.784988403,4278.75
233.086975098,4346.475
233.388946533,4397.975
233.69090271,4463.8
233.992858887,4523.725
234.294769287,4541.85
234.596694946,4583.325
234.898605347,4637.625
235.200500488,4627.5
235.502380371,4645.5
235.804244995,4655.05
236.106109619,4635.175
236.407958984,4629.4
236.709777832,4635.85
237.011581421,4636.325
237.313400269,4600.9
237.615203857,4540.5
237.916976929,4552.175
238.21875,4500.775
238.520507812,4478.725
238.822250366,4453.65
239.12399292,4384.425
239.425704956,4352.525
239.727401733,4259.775
240.02911377,4228.5
240.330780029,4151.55
240.632446289,4092.75
240.93409729,4031.775
241.23576355,3971.875
241.537384033,3943.0
241.839004517,3872.8
242.140594482,3814.775
242.442199707,3752.425
242.743774414,3689.375
243.045333862,3608.3
243.346923828,3534.7
243.648452759,3487.35
243.949966431,3398.85
244.251495361,3316.25
244.552993774,3251.85
244.854492188,3146.175
245.155975342,3075.825
245.457443237,2998.275
245.758880615,2928.35
246.060333252,2836.25
246.36177063,2747.725
246.66317749,2664.075
246.964569092,2578.625
247.265945435,2503.175
247.567337036,2422.175
247.86869812,2375.875
248.170059204,2304.1
248.471389771,2233.025
248.772705078,2176.85
249.074035645,2133.625
249.375335693,2075.725
249.676620483,2048.725
249.977890015,1998.475
250.279159546,1962.275
250.58039856,1923.0
250.881637573,1894.45
251.182876587,1857.85
251.484069824,1841.675
